Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,target
0.226308,0.285975,0.274879,0.203367,0.017011,0.336765,0.289538,0.024524,0.026652,0.023681,0.014025,0.049992,0.013665,0.028914,0.006982,0.007367,0.010494,0.058503,0.041478,0.018604,0.013272,0.014785,0.004552,0.013031,0.007494,0.006498,0.005193,0.004082,0.005771,0.021496,0.05685,0.052304,0.02386,5
0.469492,0.142533,0.20895,0.279857,0.341142,0.412594,0.31117,0.012554,0.012828,0.018049,0.007842,0.057575,0.007197,0.066438,0.01799,0.003116,0.007093,0.084977,0.051238,0.018494,0.005484,0.007074,0.005092,0.00581,0.025823,0.002889,0.007859,0.005323,0.004143,0.015807,0.106805,0.139896,0.049989,0
0.194969,0.26165,0.187229,0.247935,0.30711,0.006386,0.267514,0.201727,0.191483,0.04457,0.211595,0.081772,0.124261,0.074838,0.022595,0.108909,0.266665,0.153917,0.066855,0.037652,0.034476,0.038313,0.06365,0.020881,0.022203,0.010974,0.031838,0.140972,0.142044,0.120115,0.059872,0.026108,0.018779,0
0.301531,0.379025,0.006497,0.27602,0.365743,0.460863,0.430428,0.069812,0.082999,0.059829,0.096922,0.031514,0.077893,0.135193,0.029926,0.067809,0.036836,0.033439,0.009972,0.021246,0.067945,0.279465,0.140511,0.079257,0.040748,0.022484,0.019389,0.024972,0.007203,0.019461,0.054536,0.036067,0.013231,2
0.287746,0.367257,0.263617,0.351375,0.429977,0.0012,0.403356,0.007418,0.069763,0.009209,0.08728,0.004957,0.104327,0.098656,0.004544,0.092181,0.00714,0.003549,0.003068,0.008021,0.102894,0.267619,0.092411,0.022272,0.006804,0.003903,0.010581,0.003243,0.009609,0.026178,0.005453,0.017149,0.006709,2
0.32386,0.413074,0.293055,0.391622,0.00155,0.483164,0.45611,0.008987,0.01068,0.09938,0.074948,0.029935,0.006297,0.120831,0.098616,0.007002,0.033875,0.012699,0.01153,0.002342,0.00447,0.033062,0.123268,0.25351,0.147256,0.030248,0.006663,0.009082,0.008703,0.006324,0.003559,0.017707,0.026407,4
0.321177,0.40275,0.287226,0.002179,0.377045,0.472547,0.444854,0.014033,0.015908,0.034416,0.039649,0.013228,0.010422,0.086101,0.031761,0.0061,0.040061,0.009049,0.009875,0.003566,0.008456,0.031259,0.113597,0.085397,0.046093,0.012055,0.006069,0.007759,0.015846,0.005315,0.01097,0.066861,0.020449,1
0.609265,0.187813,0.362874,0.270538,0.006338,0.448613,0.41536,0.015255,0.029667,0.012404,0.063259,0.006205,0.031131,0.097522,0.009547,0.073468,0.02714,0.013872,0.004484,0.006492,0.030346,0.32424,0.091377,0.046216,0.011884,0.008221,0.009835,0.018455,0.005367,0.017903,0.02216,0.009819,0.015697,2
0.685027,0.201261,0.298973,0.007318,0.392602,0.492966,0.463662,0.015853,0.016319,0.046167,0.044722,0.034991,0.00845,0.053822,0.065514,0.015377,0.008003,0.060567,0.036486,0.00403,0.007229,0.030618,0.053967,0.197715,0.097491,0.035723,0.014238,0.014403,0.004781,0.014969,0.005194,0.013971,0.080019,1
0.630792,0.191814,0.374889,0.280533,0.553443,0.461515,0.439547,0.002176,0.004104,0.006822,0.050771,0.002869,0.004353,0.137619,0.007313,0.005302,0.070103,0.01011,0.001851,0.001849,0.003788,0.062247,0.134121,0.055973,0.01013,0.002922,0.005339,0.013452,0.002644,0.002811,0.02245,0.015017,0.004251,4
0.341871,0.436146,0.00691,0.307929,0.404628,0.319282,0.368199,0.046052,0.038356,0.142688,0.048167,0.120735,0.01934,0.049134,0.176004,0.061315,0.01066,0.07239,0.017346,0.008556,0.008289,0.02023,0.045532,0.196533,0.270359,0.12676,0.059547,0.0216,0.012238,0.010629,0.013967,0.011783,0.022489,4
0.460504,0.142315,0.205073,0.275191,0.011671,0.406708,0.351742,0.019179,0.019625,0.024374,0.010406,0.057858,0.009818,0.051771,0.011979,0.005259,0.00831,0.082816,0.049296,0.021451,0.009708,0.012292,0.003239,0.012562,0.015078,0.005551,0.006389,0.005827,0.004489,0.026015,0.09832,0.104084,0.030987,5
0.303776,0.012034,0.188491,0.291968,0.382235,0.48211,0.45497,0.118831,0.117445,0.085005,0.127481,0.039823,0.075877,0.194325,0.051482,0.023446,0.064229,0.028583,0.021599,0.022098,0.062257,0.175744,0.199517,0.184155,0.075421,0.024882,0.0169,0.02044,0.016017,0.009856,0.017739,0.041157,0.034814,2
0.19382,0.257605,0.182611,0.243231,0.297929,0.011683,0.254242,0.101791,0.102601,0.010858,0.123718,0.025184,0.078272,0.021054,0.00561,0.068614,0.135534,0.062972,0.021137,0.012849,0.007549,0.027817,0.019172,0.011435,0.005835,0.005589,0.021269,0.109012,0.076037,0.032892,0.007926,0.007679,0.008921,3
0.319524,0.398419,0.276831,0.00166,0.361502,0.460762,0.428184,0.019331,0.021338,0.034753,0.050163,0.018043,0.013472,0.107404,0.031729,0.010887,0.046719,0.0202,0.003734,0.004491,0.009878,0.087782,0.105756,0.07811,0.04411,0.015443,0.008851,0.014227,0.00475,0.007583,0.037871,0.021803,0.006872,1
0.209906,0.271647,0.193657,0.258733,0.317727,0.384707,0.286724,0.053012,0.052905,0.003715,0.066329,0.053724,0.041457,0.011906,0.002386,0.005134,0.078771,0.106128,0.047582,0.006963,0.011717,0.003331,0.011465,0.013802,0.006484,0.00289,0.002056,0.005664,0.054326,0.09407,0.050981,0.007906,0.005886,3
0.453839,0.568093,0.062417,0.199453,0.006926,0.033188,0.225959,0.016443,0.015757,0.009316,0.010687,0.016941,0.012393,0.029209,0.00529,0.005129,0.009496,0.056695,0.013253,0.005213,0.005523,0.019096,0.003416,0.009557,0.005303,0.006031,0.005588,0.00605,0.008557,0.062993,0.082988,0.054915,0.01549,0
0.433145,0.130259,0.253694,0.192365,0.006088,0.379135,0.32663,0.069349,0.065361,0.020495,0.104806,0.045647,0.099027,0.027467,0.01,0.027149,0.133356,0.091708,0.038758,0.01829,0.034957,0.012819,0.019705,0.013716,0.011258,0.005915,0.008683,0.041031,0.130401,0.139656,0.070197,0.023993,0.014055,0
0.191966,0.249515,0.178326,0.238871,0.295222,0.379662,0.281067,0.070914,0.070792,0.006695,0.063314,0.009246,0.021423,0.005871,0.005224,0.048434,0.061408,0.033614,0.009109,0.007445,0.003661,0.017719,0.005183,0.007152,0.004177,0.004007,0.014595,0.043319,0.02196,0.005578,0.004974,0.00499,0.011174,3
0.208762,0.271756,0.193262,0.258988,0.00202,0.320186,0.282699,0.063619,0.062708,0.004513,0.062392,0.049362,0.026498,0.012083,0.002347,0.006173,0.07021,0.099079,0.043801,0.005369,0.006118,0.004175,0.010726,0.01128,0.004033,0.003247,0.002196,0.007318,0.032248,0.057137,0.034045,0.006601,0.006076,3
0.266872,0.344104,0.017272,0.001522,0.238061,0.326248,0.308891,0.044894,0.106209,0.054526,0.030321,0.030499,0.124037,0.026657,0.024685,0.035889,0.010105,0.009323,0.018138,0.058781,0.110932,0.073576,0.018364,0.016165,0.011216,0.013275,0.010407,0.017662,0.010749,0.008899,0.011331,0.0114,0.017571,4
0.171179,0.224825,0.159946,0.214751,0.263884,0.319859,0.229574,0.106661,0.097949,0.152416,0.072723,0.16205,0.031967,0.011143,0.197973,0.285989,0.069427,0.015144,0.015096,0.037708,0.025967,0.014402,0.004205,0.010241,0.142489,0.182883,0.095624,0.015049,0.005528,0.012563,0.009003,0.0072,0.004157,3
0.341863,0.438325,0.00619,0.419273,0.302881,0.515318,0.487884,0.015933,0.011989,0.057671,0.016525,0.043866,0.006434,0.018248,0.094749,0.017423,0.005166,0.046425,0.00666,0.004669,0.004106,0.008574,0.016494,0.074409,0.145888,0.047764,0.016587,0.013216,0.006792,0.005168,0.015338,0.006897,0.008007,4
0.473569,0.144311,0.210991,0.285708,0.416042,0.34816,0.317333,0.025374,0.040308,0.058722,0.015476,0.178091,0.026557,0.16623,0.033414,0.006659,0.013138,0.143209,0.169045,0.061822,0.021459,0.014982,0.025584,0.006903,0.060687,0.01295,0.016557,0.010852,0.005293,0.022458,0.179875,0.397859,0.20681,0
0.24275,0.308311,0.220748,0.296506,0.362038,0.439025,0.335,0.010879,0.070153,0.146365,0.005936,0.231589,0.065104,0.035865,0.014299,0.005691,0.004352,0.029202,0.247695,0.159641,0.05854,0.015245,0.007266,0.009545,0.005668,0.038705,0.004517,0.017214,0.003598,0.002867,0.007062,0.082717,0.207935,0
0.020072,0.178769,0.177152,0.275446,0.570908,0.055164,0.535259,0.060596,0.056345,0.031302,0.031497,0.015637,0.035522,0.03113,0.011242,0.015317,0.007493,0.005929,0.005184,0.00832,0.026169,0.058356,0.025711,0.021008,0.013029,0.006692,0.005605,0.0074,0.004776,0.007485,0.009068,0.010724,0.008657,2
0.35677,0.448485,0.00118,0.315081,0.415007,0.017276,0.415075,0.013675,0.006907,0.047722,0.007001,0.059079,0.004448,0.008045,0.071896,0.031362,0.002307,0.015939,0.005621,0.008472,0.002169,0.003828,0.00637,0.037116,0.120987,0.063453,0.030946,0.007995,0.003347,0.005172,0.009093,0.006377,0.004707,1
0.432794,0.130566,0.254956,0.189267,0.377295,0.315429,0.281577,0.070298,0.071053,0.01151,0.157127,0.057603,0.151846,0.050113,0.005295,0.018609,0.22566,0.1432,0.050377,0.022796,0.05862,0.008392,0.050707,0.019792,0.024148,0.012676,0.007247,0.048812,0.233025,0.234786,0.106897,0.03164,0.027526,5
0.284432,0.354536,0.011663,0.253672,0.334331,0.049573,0.299002,0.084297,0.14412,0.090398,0.0712,0.051264,0.163787,0.068757,0.051494,0.088561,0.031196,0.014361,0.029349,0.072636,0.186343,0.142217,0.059593,0.051284,0.039794,0.027203,0.016956,0.024689,0.036632,0.019495,0.014451,0.023538,0.02323,2
0.471859,0.141884,0.209027,0.27653,0.344149,0.41218,0.311633,0.010335,0.01303,0.021869,0.008653,0.081543,0.008797,0.070786,0.021239,0.003261,0.008205,0.09401,0.073328,0.022416,0.008061,0.012657,0.006096,0.008044,0.029977,0.00392,0.010517,0.005483,0.005388,0.016889,0.100613,0.151803,0.069863,0
0.454848,0.138817,0.200188,0.270194,0.329678,0.401274,0.300413,0.011977,0.013308,0.011319,0.011358,0.05743,0.00845,0.042716,0.006733,0.00562,0.012177,0.13488,0.051053,0.012357,0.007356,0.020898,0.003272,0.035432,0.008003,0.007253,0.004998,0.00564,0.006557,0.069284,0.136417,0.084187,0.013373,5
0.44073,0.132838,0.198593,0.264712,0.323927,0.391572,0.293752,0.055174,0.054608,0.018523,0.076282,0.089798,0.056261,0.032424,0.004761,0.006501,0.079125,0.22081,0.079097,0.018734,0.006335,0.021402,0.006291,0.049492,0.005732,0.010136,0.003965,0.009985,0.057746,0.243905,0.196891,0.05437,0.012656,0
0.478874,0.14317,0.214817,0.00729,0.275673,0.422647,0.370728,0.058804,0.078073,0.053813,0.035889,0.151407,0.053549,0.091709,0.033932,0.017241,0.028991,0.071163,0.141306,0.053199,0.036572,0.029974,0.01661,0.01423,0.034961,0.01796,0.013021,0.014984,0.015957,0.037985,0.057718,0.197511,0.167267,5
0.302482,0.398691,0.280759,0.007442,0.367465,0.465807,0.433313,0.019503,0.069872,0.063848,0.09089,0.028941,0.067896,0.151356,0.04964,0.029888,0.048956,0.026201,0.008571,0.017529,0.06107,0.18348,0.157424,0.096906,0.072293,0.025717,0.01551,0.015261,0.011519,0.013136,0.036904,0.033672,0.011433,4
0.170964,0.224869,0.159258,0.214853,0.264209,0.005639,0.222012,0.172281,0.145119,0.181765,0.106281,0.134952,0.022279,0.02407,0.212292,0.348775,0.100355,0.024777,0.015411,0.033701,0.018578,0.021172,0.007166,0.016416,0.113879,0.146175,0.079507,0.023974,0.010732,0.017144,0.016888,0.011588,0.011581,3
0.530303,0.164251,0.237891,0.012378,0.307609,0.021899,0.283176,0.053303,0.155286,0.103277,0.046418,0.080643,0.141108,0.047593,0.111536,0.041807,0.017402,0.023684,0.07113,0.219462,0.126348,0.081352,0.030325,0.034546,0.030049,0.017299,0.027501,0.040328,0.015176,0.014761,0.017288,0.033051,0.066438,5
0.56415,0.168592,0.247992,0.006566,0.322891,0.406218,0.370941,0.023807,0.06193,0.023343,0.017045,0.01312,0.154241,0.016758,0.024103,0.045367,0.016101,0.004631,0.009548,0.047852,0.159009,0.063907,0.014551,0.010635,0.009729,0.01017,0.005072,0.039093,0.022255,0.007466,0.009357,0.010326,0.009122,2
0.323597,0.415226,0.00713,0.292911,0.387524,0.487294,0.457001,0.043742,0.04375,0.053057,0.038442,0.029407,0.01777,0.046679,0.042203,0.016663,0.012199,0.013527,0.010424,0.004373,0.009319,0.028136,0.046133,0.089023,0.060938,0.025713,0.014309,0.009745,0.0061,0.006556,0.005036,0.011511,0.019144,4
0.20685,0.271756,0.188772,0.258707,0.31825,0.007159,0.278278,0.104479,0.105727,0.021306,0.101498,0.061233,0.054305,0.043281,0.011047,0.034353,0.121378,0.133307,0.050381,0.019148,0.016763,0.020075,0.028472,0.019215,0.01545,0.010722,0.011067,0.033114,0.060117,0.091387,0.063698,0.03319,0.018707,3
0.375434,0.109971,0.006923,0.165823,0.216841,0.331694,0.278307,0.110349,0.09477,0.053553,0.070961,0.087386,0.037526,0.01249,0.052827,0.188457,0.063131,0.029849,0.02369,0.010604,0.025374,0.018227,0.007836,0.008434,0.033911,0.096711,0.098408,0.052732,0.017178,0.011442,0.010444,0.013762,0.012139,3
0.490843,0.144932,0.216067,0.291598,0.017136,0.357523,0.312595,0.015224,0.036337,0.042408,0.01158,0.09578,0.031061,0.037,0.016067,0.01013,0.008579,0.034448,0.097594,0.046609,0.024578,0.013759,0.010623,0.009168,0.014555,0.015953,0.008129,0.007884,0.005861,0.009046,0.024276,0.085939,0.106888,5
0.245095,0.307766,0.222177,0.017642,0.006604,0.287793,0.264219,0.03842,0.138255,0.154775,0.025882,0.225226,0.121264,0.048753,0.026652,0.020527,0.016471,0.079392,0.220238,0.165182,0.104145,0.045624,0.012114,0.014357,0.013916,0.032236,0.014105,0.009393,0.008001,0.012664,0.033661,0.09756,0.15742,5
0.205851,0.261179,0.18719,0.249363,0.307123,0.369245,0.272782,0.211988,0.212861,0.024856,0.248852,0.103453,0.142057,0.036972,0.012283,0.097515,0.273326,0.188963,0.088693,0.020588,0.02233,0.017782,0.030712,0.013476,0.012159,0.009849,0.016676,0.108566,0.159306,0.118224,0.039948,0.02575,0.015389,3
0.460328,0.140838,0.276384,0.20547,0.339533,0.411276,0.31117,0.006585,0.006594,0.006708,0.005309,0.034499,0.005285,0.055376,0.011513,0.002751,0.005656,0.085241,0.030719,0.007598,0.003808,0.011159,0.003628,0.00801,0.016665,0.002568,0.00418,0.004471,0.004487,0.025402,0.115668,0.112522,0.0341,0
0.325816,0.422471,0.006927,0.297807,0.022558,0.390681,0.380025,0.036765,0.02952,0.109187,0.061516,0.045764,0.011306,0.070168,0.103832,0.0193,0.010259,0.016449,0.013701,0.003287,0.005562,0.035152,0.067953,0.209259,0.15373,0.038992,0.018153,0.008914,0.005878,0.007989,0.004631,0.010887,0.030236,4
0.470062,0.141277,0.271614,0.204896,0.408782,0.541938,0.448381,0.014526,0.016545,0.015075,0.010785,0.051649,0.00823,0.047903,0.008828,0.004829,0.010339,0.074727,0.045226,0.015403,0.006178,0.020314,0.003413,0.009117,0.010883,0.003116,0.004532,0.005383,0.004481,0.030548,0.092651,0.097086,0.049342,0
0.302039,0.379787,0.265772,0.357877,0.006446,0.439238,0.405066,0.015055,0.090544,0.045687,0.157401,0.01327,0.094634,0.232563,0.032458,0.071714,0.054671,0.011574,0.005446,0.015462,0.089881,0.424632,0.218684,0.135344,0.047964,0.012355,0.018384,0.009992,0.007577,0.042479,0.020257,0.013223,0.014267,4
0.302702,0.38706,0.271627,0.368267,0.000748,0.454136,0.425619,0.006472,0.023461,0.014647,0.096298,0.007076,0.024885,0.138199,0.012739,0.023168,0.0291,0.011451,0.003599,0.005517,0.023181,0.203926,0.130321,0.076201,0.018343,0.007202,0.004397,0.011703,0.00479,0.008651,0.018212,0.011808,0.010323,2
0.230202,0.296217,0.00764,0.21405,0.279952,0.347784,0.31028,0.033625,0.040894,0.052647,0.012241,0.125118,0.018091,0.064868,0.015082,0.004629,0.009266,0.065998,0.116221,0.051009,0.01448,0.011112,0.009297,0.00678,0.021945,0.007811,0.006461,0.008032,0.004569,0.009245,0.053582,0.145797,0.096209,5
0.231784,0.30556,0.216156,0.007334,0.027862,0.287956,0.256749,0.10885,0.161587,0.168646,0.060832,0.268804,0.102024,0.054375,0.034934,0.03304,0.037815,0.102718,0.257809,0.170276,0.07301,0.044834,0.022665,0.024792,0.038015,0.042416,0.025072,0.026499,0.013484,0.024858,0.038388,0.09351,0.126536,5
0.437924,0.133707,0.193096,0.25844,0.00722,0.319646,0.277377,0.078329,0.083876,0.050081,0.091054,0.109721,0.104037,0.058453,0.019786,0.047779,0.11826,0.165586,0.090823,0.037277,0.049012,0.025101,0.029925,0.028098,0.018619,0.01599,0.019711,0.046846,0.110692,0.174658,0.144693,0.059737,0.035283,5
0.474183,0.142919,0.209792,0.280711,0.344211,0.416936,0.315088,0.004658,0.006096,0.01283,0.004011,0.077147,0.005101,0.086815,0.020569,0.003115,0.003893,0.071446,0.069412,0.014339,0.004165,0.006343,0.009895,0.004179,0.030062,0.003796,0.006926,0.00533,0.003974,0.008644,0.094131,0.193437,0.107391,0
0.587957,0.177685,0.259204,0.348201,0.001407,0.42842,0.398583,0.018298,0.065015,0.02042,0.04122,0.007697,0.121221,0.048267,0.006998,0.128118,0.015461,0.004358,0.004454,0.016262,0.127421,0.18245,0.044858,0.02079,0.009589,0.005002,0.016934,0.004362,0.016284,0.016414,0.005592,0.012585,0.006725,2
0.225497,0.284341,0.19858,0.269595,0.007291,0.330326,0.288922,0.13402,0.181048,0.115574,0.101849,0.254356,0.075308,0.07951,0.015883,0.042892,0.103528,0.267829,0.223823,0.113359,0.06067,0.041252,0.014675,0.037766,0.014343,0.016023,0.008523,0.013191,0.02183,0.100793,0.154722,0.14126,0.072674,0
0.286988,0.039108,0.176413,0.001422,0.06113,0.26573,0.229695,0.097553,0.124075,0.098617,0.116664,0.069567,0.105302,0.087906,0.037379,0.061804,0.025415,0.023609,0.019448,0.030808,0.079904,0.176007,0.078636,0.05137,0.041504,0.025004,0.021719,0.025425,0.016816,0.019316,0.020281,0.018355,0.022423,4
0.209652,0.273036,0.193746,0.259906,0.319024,0.389188,0.290649,0.102394,0.103484,0.020103,0.111982,0.097716,0.057596,0.033268,0.004313,0.018333,0.131831,0.185065,0.086126,0.023304,0.015036,0.008675,0.020315,0.029182,0.009903,0.005567,0.00283,0.009893,0.069905,0.161114,0.110125,0.029262,0.010223,0
0.434373,0.131264,0.192713,0.259651,0.318887,0.384807,0.287807,0.081991,0.084882,0.018838,0.130808,0.081681,0.108689,0.038373,0.006921,0.021367,0.164969,0.153565,0.071009,0.020508,0.02553,0.015014,0.03173,0.023185,0.01071,0.006163,0.006032,0.033897,0.130266,0.207175,0.10024,0.018097,0.011536,0
0.28537,0.367366,0.012408,0.253544,0.334568,0.265906,0.288907,0.07286,0.187895,0.124461,0.134377,0.056605,0.220018,0.171987,0.050245,0.138073,0.0543,0.018231,0.024579,0.068543,0.230343,0.376856,0.154686,0.073718,0.068258,0.03841,0.018436,0.021775,0.033571,0.020112,0.02512,0.030817,0.022384,2
0.269455,0.346065,0.247482,0.330825,0.404815,0.573678,0.449449,0.002748,0.199775,0.055667,0.016057,0.007,0.29573,0.018663,0.018841,0.023747,0.007,0.002769,0.006164,0.076636,0.277981,0.174652,0.01729,0.005569,0.003285,0.008146,0.002088,0.024874,0.00956,0.002892,0.005442,0.006333,0.005635,2
0.304324,0.389403,0.011552,0.028465,0.043926,0.267274,0.228385,0.051383,0.046106,0.030534,0.043727,0.020479,0.021677,0.066696,0.019079,0.023398,0.023724,0.013002,0.005381,0.004276,0.009056,0.072919,0.056021,0.037399,0.014041,0.005793,0.004952,0.011404,0.003919,0.005669,0.012222,0.009529,0.006909,2
0.302535,0.387659,0.007233,0.275701,0.350935,0.438887,0.405493,0.038019,0.067611,0.044915,0.074032,0.019779,0.054048,0.109947,0.025583,0.037895,0.030785,0.013858,0.008104,0.015153,0.047402,0.169728,0.10423,0.067856,0.034341,0.011221,0.012111,0.014751,0.010054,0.013548,0.019869,0.018194,0.015543,4
0.456558,0.576782,0.063374,0.200065,0.399201,0.334995,0.303369,0.007459,0.007854,0.004466,0.007443,0.025311,0.006644,0.053492,0.004078,0.003453,0.007509,0.103771,0.022435,0.005371,0.006093,0.030261,0.002893,0.01416,0.004738,0.005899,0.003467,0.004096,0.006147,0.069945,0.149934,0.108852,0.017151,0
0.682484,0.210519,0.302736,0.403529,0.000716,0.503232,0.476165,0.005024,0.005768,0.027385,0.010153,0.015423,0.003929,0.014566,0.029986,0.004676,0.004906,0.03106,0.015804,0.002662,0.003237,0.005462,0.01369,0.124192,0.043959,0.015516,0.004121,0.005816,0.003855,0.014567,0.004971,0.006058,0.03263,1
0.604048,0.179104,0.011931,0.023027,0.259555,0.038658,0.224324,0.070722,0.076897,0.042709,0.056818,0.030007,0.075395,0.062204,0.026097,0.080903,0.014874,0.014851,0.010052,0.017224,0.061846,0.191624,0.0471,0.041784,0.020147,0.013434,0.013846,0.014474,0.009514,0.031668,0.016436,0.012678,0.023209,2
0.40103,0.118862,0.001495,0.177105,0.238398,0.36243,0.314412,0.073328,0.066307,0.025689,0.089603,0.025152,0.088901,0.014725,0.014789,0.091644,0.090754,0.029735,0.015789,0.015425,0.014229,0.025276,0.007398,0.008613,0.010778,0.012775,0.05212,0.142316,0.084117,0.037087,0.01459,0.01501,0.010121,5
0.263505,0.318798,0.226628,0.303199,0.366878,0.001968,0.334039,0.022185,0.11786,0.073466,0.022912,0.089469,0.106973,0.02965,0.049292,0.022902,0.007888,0.02651,0.09873,0.123408,0.096657,0.071015,0.022473,0.021452,0.01058,0.025728,0.021226,0.015992,0.007622,0.007756,0.016084,0.038879,0.134623,0
0.472517,0.143132,0.209345,0.281043,0.414633,0.346516,0.315587,0.008124,0.013151,0.036308,0.005254,0.112079,0.008175,0.07784,0.027057,0.001797,0.005035,0.097962,0.100447,0.037701,0.006844,0.004717,0.007936,0.0041,0.042978,0.002706,0.008238,0.0062,0.002347,0.01076,0.097674,0.172924,0.081812,0
0.364569,0.110161,0.164857,0.219353,0.270222,0.326072,0.235583,0.056068,0.049031,0.030614,0.036086,0.049745,0.028064,0.007353,0.041588,0.100658,0.03384,0.020333,0.019393,0.01183,0.024484,0.011787,0.005361,0.006866,0.030216,0.068479,0.044416,0.018763,0.006047,0.005159,0.01488,0.007613,0.007376,3
0.459364,0.141459,0.274981,0.204884,0.006801,0.336966,0.297382,0.029135,0.032127,0.02758,0.018162,0.073155,0.016625,0.064517,0.016252,0.008655,0.016761,0.118266,0.063496,0.023115,0.014558,0.02417,0.005469,0.013236,0.019105,0.006271,0.006067,0.005176,0.008075,0.042697,0.137011,0.128785,0.044828,0
0.230535,0.30349,0.215047,0.007234,0.280701,0.353168,0.314483,0.032117,0.052446,0.058881,0.016258,0.126867,0.03257,0.05731,0.019919,0.008593,0.0102,0.056613,0.121811,0.055231,0.025236,0.017507,0.010209,0.006818,0.024042,0.014807,0.009227,0.00787,0.003926,0.009241,0.036932,0.131631,0.123391,5
0.385211,0.118132,0.232674,0.172528,0.285254,0.345776,0.252738,0.051243,0.051371,0.007026,0.049565,0.022054,0.023058,0.003265,0.007674,0.136894,0.047819,0.018792,0.00478,0.009908,0.005449,0.013521,0.004328,0.005699,0.006023,0.021251,0.098271,0.101711,0.019233,0.007,0.004383,0.010097,0.007009,5
0.173262,0.227675,0.162038,0.219812,0.269847,0.380955,0.281409,0.081524,0.078136,0.055102,0.056021,0.053649,0.028911,0.006726,0.060579,0.168448,0.053184,0.019204,0.015962,0.008519,0.023802,0.011466,0.004775,0.003835,0.023059,0.067626,0.048033,0.014731,0.005942,0.004247,0.018929,0.005742,0.006218,3
0.322392,0.025954,0.193976,0.280992,0.388922,0.216871,0.322498,0.059063,0.069459,0.07141,0.05628,0.034163,0.045664,0.058622,0.039707,0.030557,0.022533,0.018554,0.013361,0.015934,0.028228,0.064972,0.053976,0.089145,0.055501,0.022559,0.018959,0.025138,0.013153,0.012597,0.014146,0.015963,0.014467,4
0.720146,0.220908,0.316001,0.423429,0.521544,0.006002,0.4954,0.00579,0.004446,0.075248,0.00441,0.090713,0.003049,0.004752,0.150331,0.025686,0.001969,0.037884,0.006032,0.03649,0.001583,0.002855,0.004281,0.032371,0.28144,0.099605,0.025507,0.00681,0.003004,0.004835,0.012297,0.004817,0.003897,1
0.233762,0.307167,0.216807,0.291738,0.35711,0.433427,0.330548,0.004459,0.017918,0.049579,0.002736,0.102229,0.015762,0.018472,0.011465,0.002148,0.002332,0.01671,0.118963,0.052541,0.01417,0.009751,0.007217,0.002255,0.014243,0.029631,0.001767,0.007805,0.003052,0.001928,0.00279,0.05355,0.08607,0
0.214225,0.281017,0.199052,0.266101,0.328043,0.461816,0.351386,0.021098,0.021822,0.007492,0.019063,0.053666,0.007391,0.018439,0.001583,0.002294,0.018998,0.113333,0.047496,0.008051,0.002259,0.016046,0.001163,0.032916,0.0014,0.003891,0.002459,0.001783,0.006629,0.07806,0.089161,0.03589,0.005156,0
0.338855,0.425332,0.002367,0.303837,0.393824,0.498037,0.470394,0.053737,0.032791,0.140855,0.074131,0.097816,0.010898,0.088031,0.150349,0.038291,0.013524,0.056802,0.015605,0.005932,0.007453,0.037131,0.084104,0.290728,0.226691,0.100016,0.037914,0.012743,0.008221,0.021498,0.011432,0.014688,0.038768,4
0.396444,0.119608,0.237903,0.176506,0.291978,0.353193,0.259645,0.167676,0.168412,0.019016,0.195744,0.043287,0.113302,0.007827,0.01669,0.309109,0.191547,0.082769,0.02767,0.050437,0.008795,0.071932,0.005387,0.013862,0.007867,0.027825,0.184731,0.337999,0.106372,0.015837,0.009372,0.00685,0.029132,0
0.516492,0.164586,0.227253,0.303199,0.011871,0.033855,0.262926,0.042765,0.103376,0.066665,0.032096,0.075451,0.099223,0.046277,0.093772,0.033031,0.012452,0.030387,0.080359,0.148414,0.083574,0.054019,0.025186,0.032292,0.015427,0.017535,0.026234,0.022366,0.010118,0.016537,0.019874,0.049912,0.104506,5
0.192163,0.248725,0.177369,0.2474,0.00675,0.189888,0.194887,0.110237,0.105427,0.033052,0.100569,0.04744,0.057118,0.016626,0.021379,0.114309,0.104086,0.066356,0.027917,0.017975,0.016977,0.028668,0.00911,0.013969,0.012339,0.021824,0.048628,0.095496,0.054522,0.024671,0.020123,0.018719,0.012057,5
0.207263,0.269413,0.189053,0.253328,0.00645,0.374717,0.322319,0.195466,0.193834,0.025915,0.22131,0.112264,0.128826,0.032083,0.007483,0.045868,0.243417,0.227557,0.098219,0.023739,0.022452,0.011346,0.028641,0.018257,0.013486,0.009262,0.00694,0.067332,0.150575,0.171845,0.079168,0.023017,0.015689,3
0.340017,0.015845,0.203606,0.188757,0.296831,0.40155,0.340165,0.042589,0.034247,0.051384,0.024643,0.033161,0.01617,0.023093,0.042659,0.019657,0.007585,0.009349,0.006123,0.005094,0.006779,0.01837,0.017916,0.049389,0.061994,0.029244,0.017615,0.013479,0.006374,0.007617,0.006984,0.008214,0.010554,1
0.439064,0.132707,0.198313,0.264954,0.388784,0.002034,0.343478,0.037244,0.03182,0.015526,0.06775,0.045187,0.069427,0.034205,0.006352,0.008541,0.072075,0.146605,0.039225,0.014696,0.009924,0.031434,0.009786,0.047901,0.009397,0.010186,0.005829,0.015436,0.071156,0.225679,0.167054,0.055076,0.016226,0
